time, gyroscope.X, gyroscope.Y, gyroscope.Z, accelerometer.X, accelerometer.Y, accelerometer.Z, magnetometer.X, magnetometer.Y, magnetometer.Z 
2.5703,2.6875,-5.5,0.6875,0,-0.028809,0.98193,0.22021,0.033691,-0.44141
2.5742,2.375,-5.125,0.75,0.003418,-0.040527,1.0166,0.22021,0.033691,-0.44141
2.5781,2.0625,-5,0.875,0.003418,-0.052246,1.0054,0.2251,0.03125,-0.44629
2.582,2.5,-4.375,0.9375,-0.012207,-0.032715,1.0244,0.2251,0.03125,-0.44629
2.5859,2.0625,-3.875,1.4375,0.015137,-0.040527,1.0015,0.2251,0.03125,-0.44629
2.5898,1.375,-3.5625,1.5,0.003418,-0.036621,1.0054,0.21484,0.038574,-0.43604
2.5938,1,-3.0625,1.4375,0.022949,-0.052246,1.0015,0.21484,0.038574,-0.43604
2.5977,1.25,-2.75,1.3125,-0.016113,-0.044434,1.0015,0.21484,0.038574,-0.43604
2.6016,0.9375,-2.0625,1.75,0.019043,-0.052246,1.0015,0.21484,0.038574,-0.43604
2.6055,0.4375,-2.0625,1.8125,0.003418,-0.056152,1.0166,0.21484,0.038574,-0.43604
2.6094,0.875,-1.8125,1.875,0.0073242,-0.028809,1.0015,0.21484,0.038574,-0.43604
2.6133,1.25,-1.9375,1.5,0.019043,-0.028809,0.98584,0.21484,0.038574,-0.43604
2.6172,1.3125,-1.6875,1.125,0,-0.036621,1.0127,0.22021,0.023438,-0.44141
2.6211,1.6875,-0.6875,0.625,-0.0078125,-0.040527,1.0244,0.22021,0.023438,-0.44141
2.625,1.75,0.0625,0.8125,0.01123,-0.036621,1.0127,0.22021,0.023438,-0.44141
2.6289,1.5625,1.0625,0.5625,-0.0078125,-0.024902,0.99365,0.21484,0.033691,-0.44385
2.6328,1.3125,1.875,0.4375,-0.016113,-0.036621,1.0166,0.21484,0.033691,-0.44385
2.6367,1.25,2.4375,0.375,-0.0039062,-0.028809,1.0054,0.21484,0.033691,-0.44385
2.6406,1.625,2.5,0.0625,0,-0.032715,1.0093,0.21484,0.033691,-0.44385
2.6445,1.8125,2.8125,0.125,0.019043,-0.020996,1.0127,0.21484,0.018555,-0.43359
2.6484,2.125,2.25,0.1875,0.003418,-0.028809,1.0166,0.21484,0.018555,-0.43359
2.6523,2.25,1.6875,-0.0625,0.015137,-0.032715,1.0015,0.21484,0.018555,-0.43359
2.6562,2.1875,0.8125,0,0.035156,-0.040527,1.0015,0.2124,0.03125,-0.44385
2.6602,1.875,0.3125,0.4375,-0.0039062,-0.044434,0.98975,0.2124,0.03125,-0.44385
2.6641,1.6875,0,0.0625,0,-0.01709,1.0015,0.2124,0.03125,-0.44385
2.668,1.75,-0.4375,0,-0.016113,-0.01709,0.97412,0.22266,0.023438,-0.43848
2.6719,2,-0.9375,-0.25,0.0073242,-0.032715,1.0054,0.22266,0.023438,-0.43848
2.6758,2.1875,-1.25,-0.4375,0,-0.01709,1.0054,0.22266,0.023438,-0.43848
2.6797,2.125,-0.9375,-0.8125,0,-0.0092773,1.0015,0.22266,0.023438,-0.43848
2.6836,1.5625,-0.25,-0.5625,-0.0078125,-0.032715,1.0093,0.22754,0.020996,-0.43604
2.6875,0.875,0,-0.5,-0.012207,-0.036621,1.0093,0.22754,0.020996,-0.43604
2.6914,0.6875,0.125,-0.375,-0.0078125,-0.052246,1.0015,0.22754,0.020996,-0.43604
2.6953,1.125,0.25,-0.125,0,-0.028809,0.99365,0.20752,0.020996,-0.43359
2.6992,1.625,0.125,0,0.01123,-0.036621,1.0093,0.20752,0.020996,-0.43359
2.7031,2.25,-0.375,-0.1875,0.003418,-0.0092773,0.99365,0.20752,0.020996,-0.43359
2.707,2.375,-0.4375,-0.375,-0.0078125,-0.01709,1.0054,0.20752,0.020996,-0.43359
2.7109,2.5,-0.75,0,0.01123,-0.036621,1.0093,0.20752,0.020996,-0.43359
2.7148,2.6875,-0.5,0.125,0,-0.01709,1.0093,0.20752,0.020996,-0.43359
2.7188,2.5,-0.5625,-0.125,-0.016113,-0.028809,0.98975,0.20752,0.020996,-0.43359
2.7227,2.5,0,-0.0625,-0.012207,-0.052246,0.99365,0.22021,0.020996,-0.44141
2.7266,1.875,0.125,0.375,-0.023926,-0.032715,1.0015,0.22021,0.020996,-0.44141
2.7305,1.375,0.125,0.8125,0.003418,-0.040527,0.98584,0.22021,0.020996,-0.44141
2.7344,0.625,0.1875,1.625,0.003418,-0.024902,1.0015,0.21777,0.020996,-0.44385
2.7383,0.8125,0.5,1.6875,0.003418,-0.036621,1.0166,0.21777,0.020996,-0.44385
2.7422,1.5625,0.4375,1.375,0.003418,-0.024902,0.98975,0.21777,0.020996,-0.44385
2.7461,2.125,0.5625,1.5,0,-0.024902,0.98975,0.21777,0.020996,-0.44385
2.75,2.4375,0.5,2.1875,-0.039551,-0.028809,0.98584,0.20752,0.028809,-0.43848
2.7539,1.6875,0.5,2.375,0.0073242,-0.028809,1.0015,0.20752,0.028809,-0.43848
2.7578,1.5625,0.625,2.3125,-0.012207,-0.01709,0.99365,0.20752,0.028809,-0.43848
2.7617,1.375,0.8125,2.1875,-0.0078125,-0.036621,1.0054,0.20752,0.023438,-0.43848
2.7656,1.1875,1.0625,1.625,-0.012207,-0.028809,1.0015,0.20752,0.023438,-0.43848
2.7695,0.9375,1.5,1.375,0,-0.024902,1.0205,0.20752,0.023438,-0.43848
2.7734,0.75,2.0625,1.5,-0.0078125,-0.013184,1.0166,0.20752,0.023438,-0.43848
2.7773,0.6875,2.625,1.8125,-0.012207,-0.0053711,1.0054,0.20752,0.023438,-0.43848
2.7812,0.6875,3.0625,1.6875,-0.016113,-0.013184,0.99365,0.20752,0.023438,-0.43848
2.7852,0.3125,3.1875,1.9375,0.015137,-0.028809,1.0166,0.20752,0.023438,-0.43848
2.7891,0,3.3125,1.9375,0.019043,-0.024902,1.0015,0.21777,0.020996,-0.43848
2.793,-0.6875,3.4375,1.9375,-0.012207,-0.044434,1.0283,0.21777,0.020996,-0.43848
2.7969,-0.6875,3,2.4375,-0.016113,-0.04834,0.98584,0.21777,0.020996,-0.43848
2.8008,-1.25,2.4375,2.6875,-0.0039062,-0.056152,0.98193,0.21484,0.025879,-0.44141
2.8047,-1.4375,0.625,3.0625,-0.035645,-0.036621,1.0054,0.21484,0.025879,-0.44141
2.8086,-1.1875,0.625,2.625,0.035156,-0.040527,1.0015,0.21484,0.025879,-0.44141
2.8125,-1.0625,-1,3.0625,-0.0039062,-0.052246,0.97412,0.21484,0.025879,-0.44141
2.8164,0.8125,-6.625,5.9375,-0.055664,-0.095215,0.8623,0.22266,0.028809,-0.44385
2.8203,5.5,-9.125,7.125,0.10986,0.0097656,1.1016,0.22266,0.028809,-0.44385
2.8242,4.6875,-7.375,2.9375,0.022949,-0.01709,1.0205,0.22266,0.028809,-0.44385
2.8281,3.1875,-6.4375,3.375,-0.023926,-0.060059,1.0093,0.2124,0.023438,-0.44141
2.832,2.875,-5.3125,3.1875,0.003418,0.017578,0.99365,0.2124,0.023438,-0.44141
2.8359,3.875,-3.8125,2.25,0.003418,0.017578,1.0166,0.2124,0.023438,-0.44141
2.8398,4.8125,-2.6875,1.4375,0.003418,-0.01709,1.0244,0.20752,0.018555,-0.43604
2.8438,6.5,-0.625,0.875,-0.063477,-0.060059,0.98584,0.20752,0.018555,-0.43604
2.8477,6.4375,0.5,1.5625,-0.012207,-0.075684,1.0093,0.20752,0.018555,-0.43604
2.8516,7,1.5,1.9375,0.01123,-0.052246,0.9668,0.20752,0.018555,-0.43604
2.8555,6.3125,0.6875,2.5625,0.01123,-0.052246,0.95898,0.20508,0.023438,-0.43848
2.8594,5.5625,-1.3125,2.5625,0.015137,-0.028809,0.95898,0.20508,0.023438,-0.43848
2.8633,5.5,-3.1875,2.1875,0.015137,-0.0053711,0.98975,0.20508,0.023438,-0.43848
2.8672,6,-4.1875,1.25,0.015137,0.0097656,0.98975,0.20996,0.018555,-0.44385
2.8711,7,-4.625,0.5625,0.019043,-0.0053711,0.98975,0.20996,0.018555,-0.44385
2.875,7.875,-4.9375,0.3125,-0.0078125,-0.0092773,1.0322,0.20996,0.018555,-0.44385
2.8789,7.875,-4.125,0.125,0,-0.020996,1.0015,0.20996,0.018555,-0.44385
2.8828,7.6875,-3,0,-0.02002,-0.01709,1.0283,0.20996,0.018555,-0.44385
2.8867,7.9375,-0.0625,1.0625,-0.027832,-0.036621,1.0552,0.20996,0.018555,-0.44385
2.8906,7.3125,4.1875,2.5625,-0.012207,-0.036621,1.0708,0.20996,0.018555,-0.44385
2.8945,4.8125,7.625,5.375,-0.023926,-0.052246,1.0166,0.21777,0.020996,-0.43848
2.8984,6.5625,6.625,6.875,-0.031738,-0.024902,1.0054,0.21777,0.020996,-0.43848
2.9023,7.6875,7.0625,6.4375,0,-0.040527,1.0205,0.21777,0.020996,-0.43848
2.9062,7.625,6.875,5.875,0.01123,-0.067871,0.98193,0.21484,0.0087891,-0.44385
2.9102,7.4375,6.3125,6.5,-0.012207,-0.063965,0.97412,0.21484,0.0087891,-0.44385
2.9141,7.875,6.8125,7.8125,-0.016113,-0.067871,1.0127,0.21484,0.0087891,-0.44385
2.918,8,8.3125,10.25,-0.012207,-0.067871,1.0361,0.21484,0.0087891,-0.44385
2.9219,8.5,9.4375,12.188,-0.02002,-0.083496,1.0127,0.2251,0.0087891,-0.44141
2.9258,9.0625,9.875,13.125,-0.016113,-0.063965,0.97412,0.2251,0.0087891,-0.44141
2.9297,8.6875,10.5,13.25,-0.0039062,-0.040527,0.98584,0.2251,0.0087891,-0.44141
2.9336,8.625,10.312,13.688,-0.02002,-0.060059,0.99756,0.22021,0.013672,-0.44141
2.9375,9.4375,9.25,13,-0.043457,-0.0053711,1.0244,0.22021,0.013672,-0.44141
2.9414,10.438,9.875,11.812,-0.083008,-0.032715,0.98975,0.22021,0.013672,-0.44141
2.9453,7.25,20.562,6.8125,0,0.0058594,1.1597,0.22021,0.013672,-0.44141
2.9492,9.6875,22.875,4.6875,-0.02002,0.044434,0.9707,0.22021,0.013672,-0.44141
2.9531,15.188,15.25,2.5,0.035156,0.087402,0.92041,0.22021,0.013672,-0.44141
2.957,13.25,12.5,0.375,0.022949,0.025391,0.93555,0.22021,0.013672,-0.44141
2.9609,12.375,7.25,-0.1875,0.019043,0.0097656,0.97803,0.21484,0.0087891,-0.43604
2.9648,10.75,6.8125,-1.5,0.0073242,0.0097656,1.0093,0.21484,0.0087891,-0.43604
2.9688,10.125,8.875,-2.0625,-0.039551,-0.028809,1.0322,0.21484,0.0087891,-0.43604
2.9727,9.1875,11.875,-1.0625,-0.035645,0.0019531,1.0244,0.2124,0.013672,-0.44385
2.9766,8.4375,14.5,-1.6875,-0.18604,-0.095215,1.0127,0.2124,0.013672,-0.44385
2.9805,6.625,22.188,-6.25,0.0073242,0.056152,1.0361,0.2124,0.013672,-0.44385
2.9844,14.938,16.688,-8.5625,0.026855,0.087402,0.98584,0.2124,0.013672,-0.44385
2.9883,18.438,9.8125,-11.562,0.046875,0.091309,0.95117,0.21484,0.016113,-0.43604
2.9922,16.688,6.5625,-12.75,0.003418,0.017578,0.97803,0.21484,0.016113,-0.43604
2.9961,15.25,4.375,-10.188,-0.016113,-0.0053711,0.97803,0.21484,0.016113,-0.43604
3,14,5.125,-5.875,-0.023926,-0.07959,1.0513,0.22754,0.00097656,-0.44141
3.0039,13.062,6.6875,-1.125,-0.031738,-0.075684,1.0439,0.22754,0.00097656,-0.44141
3.0078,13.125,7.6875,1.5,-0.02002,-0.044434,1.0322,0.22754,0.00097656,-0.44141
3.0117,13.688,8.625,4.1875,-0.043457,-0.040527,1.0244,0.23291,0.013672,-0.43115
3.0156,15.562,7.9375,6.625,-0.016113,-0.013184,1.0205,0.23291,0.013672,-0.43115
3.0195,17.75,7.0625,7.125,0.0073242,0.0097656,1.0322,0.23291,0.013672,-0.43115
3.0234,18.938,6.625,7.1875,-0.016113,0.0097656,1.0166,0.23291,0.013672,-0.43115
3.0273,18.812,7.3125,8.6875,-0.035645,-0.01709,1.0322,0.22754,0.01123,-0.43848
3.0312,19.688,8.5625,12.125,-0.05957,-0.028809,1.0283,0.22754,0.01123,-0.43848
3.0352,21.125,9.4375,14.188,-0.05957,-0.020996,1.0322,0.22754,0.01123,-0.43848
3.0391,23.125,10.125,15,-0.047363,-0.020996,1.0244,0.23047,0.0087891,-0.43848
3.043,26.062,10.062,14.375,-0.031738,0.017578,1.0322,0.23047,0.0087891,-0.43848
3.0469,30.125,10.25,13.5,-0.027832,0.025391,1.0127,0.23047,0.0087891,-0.43848
3.0508,35.125,9.6875,13.062,-0.035645,0.021484,1.0127,0.23047,0.0087891,-0.43848
3.0547,40.188,9.5,12.188,-0.027832,0.044434,1.0361,0.23047,0.0087891,-0.43848
3.0586,45.25,10.062,11.438,-0.043457,0.033203,1.0591,0.23047,0.0087891,-0.43848
3.0625,50.188,10.625,12.25,-0.071289,0.037109,1.0322,0.23047,0.0087891,-0.43848
3.0664,52.312,11.312,13.562,-0.071289,-0.0053711,1.0479,0.22021,-0.0058594,-0.44385
3.0703,54.125,12.188,14.625,-0.05957,0.0097656,1.0205,0.22021,-0.0058594,-0.44385
3.0742,55.188,12.75,14.875,-0.039551,0.04834,1.0361,0.22021,-0.0058594,-0.44385
3.0781,57.312,13.375,14.375,-0.05957,0.025391,1.0244,0.23047,-0.0058594,-0.43604
3.082,58.625,14.438,14.562,-0.05957,0.029297,1.0283,0.23047,-0.0058594,-0.43604
3.0859,59.625,14.375,14.812,-0.055664,0.029297,1.04,0.23047,-0.0058594,-0.43604
3.0898,61.5,15.062,14.875,-0.05957,0.041016,1.0244,0.23047,-0.0058594,-0.43604
3.0938,63,15.625,15.562,-0.043457,0.025391,1.0093,0.23291,-0.0058594,-0.43604
3.0977,64.438,16.375,15.625,-0.055664,0.056152,1.0322,0.23291,-0.0058594,-0.43604
3.1016,66.375,16.75,15.938,-0.05127,0.056152,1.0361,0.23291,-0.0058594,-0.43604
3.1055,67.062,17.125,16.062,-0.047363,0.063965,1.0205,0.23291,-0.025879,-0.43115
3.1094,68.375,17.375,16.125,-0.047363,0.071777,1.0322,0.23291,-0.025879,-0.43115
3.1133,68.938,15.875,15.875,-0.035645,0.067871,0.98584,0.23291,-0.025879,-0.43115
3.1172,68.875,14.875,14.188,-0.012207,0.075684,1.0015,0.23291,-0.025879,-0.43115
3.1211,67.625,13.5,12.875,-0.035645,0.095215,0.9707,0.23291,-0.025879,-0.43115
3.125,67.312,10.625,9.375,-0.0078125,0.11084,0.98193,0.23291,-0.025879,-0.43115
3.1289,67.688,8.25,6.75,-0.027832,0.095215,0.9707,0.23291,-0.025879,-0.43115
3.1328,68.125,5.0625,5.9375,-0.023926,0.087402,1.0015,0.23291,-0.038086,-0.43848
3.1367,68.5,2.625,6.125,-0.043457,0.07959,1.0093,0.23291,-0.038086,-0.43848
3.1406,68.875,1.5625,6.8125,-0.067383,0.075684,1.0015,0.23291,-0.038086,-0.43848
3.1445,70.625,0.75,8.125,-0.055664,0.060059,1.0093,0.24072,-0.042969,-0.43848
3.1484,73,0,10.125,-0.071289,0.063965,1.04,0.24072,-0.042969,-0.43848
3.1523,77.562,-1.1875,12.062,-0.083008,0.04834,1.04,0.24072,-0.042969,-0.43848
3.1562,82.562,-1.5,14.125,-0.05957,0.095215,1.0479,0.24072,-0.042969,-0.43848
3.1602,85.812,-2.6875,15.5,-0.035645,0.10693,1.0283,0.22754,-0.058105,-0.43115
3.1641,88.188,-3.625,17.438,-0.05127,0.11084,1.0166,0.22754,-0.058105,-0.43115
3.168,90.438,-5.5625,18.438,-0.047363,0.13037,1.0322,0.22754,-0.058105,-0.43115
3.1719,91.938,-8.125,20.438,-0.023926,0.11865,0.9668,0.23291,-0.04834,-0.44141
3.1758,91.562,-12.062,22.438,-0.012207,0.07959,0.95898,0.23291,-0.04834,-0.44141
3.1797,89.25,-14.438,19.812,0.0073242,0.16943,0.99365,0.23291,-0.04834,-0.44141
3.1836,88.188,-15.875,16.688,0.019043,0.18115,1.0093,0.23047,-0.070312,-0.42871
3.1875,87.688,-16.938,18.875,-0.031738,0.13428,1.0015,0.23047,-0.070312,-0.42871
3.1914,85.5,-17.125,18.5,-0.016113,0.11084,1.0054,0.23047,-0.070312,-0.42871
3.1953,81.75,-17.938,20.812,-0.047363,0.27832,0.9668,0.23047,-0.070312,-0.42871
3.1992,79.875,-17.625,16.812,-0.02002,0.2666,0.99365,0.23291,-0.083008,-0.43115
3.2031,79.188,-17.5,16.75,-0.035645,0.21191,1.0015,0.23291,-0.083008,-0.43115
3.207,77.875,-17.312,17,-0.027832,0.23145,1.0244,0.23291,-0.083008,-0.43115
3.2109,75.438,-18.812,17.125,-0.031738,0.19678,0.98584,0.22266,-0.095215,-0.42871
3.2148,74.25,-20.062,17.375,0.003418,0.22363,0.9668,0.22266,-0.095215,-0.42871
3.2188,73.812,-20.312,17,-0.023926,0.20801,0.98584,0.22266,-0.095215,-0.42871
3.2227,74.75,-20.562,16.875,-0.027832,0.23145,1.0093,0.22266,-0.095215,-0.42871
3.2266,76.25,-21.375,17.062,-0.0039062,0.22363,0.98584,0.22266,-0.095215,-0.42871
3.2305,78.125,-23.438,17.375,-0.0039062,0.23145,0.9668,0.22266,-0.095215,-0.42871
3.2344,79.5,-25.375,16.562,0.003418,0.21191,0.95898,0.22266,-0.095215,-0.42871
3.2383,81.375,-27.562,15.562,-0.012207,0.24316,0.9707,0.22266,-0.11035,-0.42334
3.2422,82.75,-29.125,14.25,0.003418,0.23145,0.95508,0.22266,-0.11035,-0.42334
3.2461,84.562,-30.625,12.062,0.030762,0.24707,0.95898,0.22266,-0.11035,-0.42334
3.25,86.438,-32.188,9.4375,0.022949,0.25098,0.95117,0.21777,-0.11523,-0.43848
3.2539,87.812,-33.188,6.5625,0.046875,0.24316,0.97412,0.21777,-0.11523,-0.43848
3.2578,90.438,-35,2,0.0625,0.27051,0.90479,0.21777,-0.11523,-0.43848
3.2617,93.375,-37.5,-1.8125,0.058594,0.2666,0.93213,0.21777,-0.11523,-0.43848
3.2656,97.875,-40.438,-5.9375,0.026855,0.2627,0.93213,0.22021,-0.12012,-0.43115
3.2695,103.56,-42.312,-9.9375,0.050781,0.24316,0.93555,0.22021,-0.12012,-0.43115
3.2734,108.44,-44.5,-14.188,0.066406,0.28613,0.93945,0.22021,-0.12012,-0.43115
3.2773,112.44,-44.312,-18.75,0.050781,0.3252,0.93555,0.2124,-0.12793,-0.4209
3.2812,117.25,-44.75,-23.188,0.035156,0.31348,0.95898,0.2124,-0.12793,-0.4209
3.2852,124.5,-44.562,-26,0.074707,0.36035,0.95117,0.2124,-0.12793,-0.4209
3.2891,118.69,-38.375,-31.812,0.050781,0.41846,0.98584,0.2124,-0.12793,-0.4209
3.293,118.31,-37.688,-33.75,0.050781,0.37207,0.97412,0.2124,-0.12793,-0.4209
3.2969,118.31,-34.188,-33.438,0.030762,0.39502,0.98193,0.2124,-0.12793,-0.4209
3.3008,119.12,-31.625,-31.375,0.022949,0.37939,0.99365,0.2124,-0.12793,-0.4209
3.3047,119.62,-28.875,-27.812,0.030762,0.37207,0.98584,0.19971,-0.15771,-0.41846
3.3086,118.12,-27.312,-24.562,0.050781,0.37939,0.96289,0.19971,-0.15771,-0.41846
3.3125,115.62,-26.438,-21.438,0.046875,0.36426,0.95898,0.19971,-0.15771,-0.41846
3.3164,113.5,-26.25,-19.062,0.050781,0.37207,0.95898,0.19482,-0.16748,-0.41602
3.3203,113,-25.875,-17.375,0.066406,0.34473,0.92041,0.19482,-0.16748,-0.41602
3.3242,114,-25.562,-15.812,0.0625,0.34082,0.93213,0.19482,-0.16748,-0.41602
3.3281,115.56,-26.5,-12.438,0.10596,0.32129,0.9126,0.19482,-0.16748,-0.41602
3.332,116.88,-27.5,-14.25,0.039062,0.34082,0.88574,0.19727,-0.16748,-0.4209
3.3359,118.19,-29.625,-14.875,0.086426,0.34863,0.89697,0.19727,-0.16748,-0.4209
3.3398,116.38,-32.438,-15,0.090332,0.36816,0.89355,0.19727,-0.16748,-0.4209
3.3438,116.19,-34.562,-15.688,0.08252,0.37549,0.88965,0.19971,-0.18506,-0.4082
3.3477,116.56,-37.312,-16.75,0.058594,0.37939,0.89355,0.19971,-0.18506,-0.4082
3.3516,115.88,-38.375,-17.312,0.058594,0.3833,0.92041,0.19971,-0.18506,-0.4082
3.3555,114.25,-38.75,-16.5,0.035156,0.36035,0.90088,0.18457,-0.19238,-0.4082
3.3594,111,-39.375,-16.188,0.066406,0.41846,0.89355,0.18457,-0.19238,-0.4082
3.3633,106.56,-40.375,-16.812,0.054688,0.42236,0.89697,0.18457,-0.19238,-0.4082
3.3672,104.06,-41.688,-17.125,0.066406,0.40674,0.89355,0.18457,-0.19238,-0.4082
3.3711,104.44,-42.562,-17.375,0.058594,0.41846,0.90479,0.19238,-0.21484,-0.39795
3.375,108,-43.125,-18.625,0.054688,0.44189,0.87793,0.19238,-0.21484,-0.39795
3.3789,114.31,-44,-19.875,0.039062,0.43018,0.90479,0.19238,-0.21484,-0.39795
3.3828,121.31,-44.375,-22.312,0.058594,0.44971,0.89355,0.18213,-0.20508,-0.40332
3.3867,127.69,-43.875,-25.75,0.066406,0.45752,0.87793,0.18213,-0.20508,-0.40332
3.3906,133.19,-44.5,-28.5,0.058594,0.47705,0.85498,0.18213,-0.20508,-0.40332
3.3945,137.5,-44.75,-29.812,0.042969,0.50439,0.8623,0.18213,-0.20508,-0.40332
3.3984,139.5,-44.062,-29.625,0.039062,0.52393,0.87012,0.18213,-0.20508,-0.40332
3.4023,139.69,-43.125,-28.562,0.030762,0.58984,0.83545,0.18213,-0.20508,-0.40332
3.4062,137.56,-41.812,-27.625,0.035156,0.58594,0.82764,0.18213,-0.20508,-0.40332
3.4102,135.25,-40.125,-26.125,0.0073242,0.60547,0.84717,0.18457,-0.23975,-0.39307
3.4141,133.94,-36.875,-25.562,0,0.625,0.8623,0.18457,-0.23975,-0.39307
3.418,133.25,-32.875,-24.625,0.01123,0.61328,0.87793,0.18457,-0.23975,-0.39307
3.4219,132.12,-28.188,-23.562,0.003418,0.62891,0.89355,0.17676,-0.25732,-0.39062
3.4258,130.62,-23.625,-23.25,0.019043,0.61719,0.87012,0.17676,-0.25732,-0.39062
3.4297,131.31,-20.875,-23.125,-0.016113,0.60938,0.84717,0.17676,-0.25732,-0.39062
3.4336,131.56,-19.312,-24.562,0.019043,0.60547,0.79297,0.17676,-0.25732,-0.39062
3.4375,132.88,-19.625,-26.312,0.078613,0.63672,0.7583,0.18213,-0.25244,-0.39062
3.4414,134.75,-20.875,-29.375,0.042969,0.63281,0.74268,0.18213,-0.25244,-0.39062
3.4453,137.62,-21.75,-31.938,0.042969,0.64844,0.7583,0.18213,-0.25244,-0.39062
3.4492,141.25,-20.125,-32.688,0.030762,0.63281,0.78906,0.16943,-0.26465,-0.37012
3.4531,143.62,-15.438,-31.75,0.0073242,0.62891,0.78906,0.16943,-0.26465,-0.37012
3.457,144.5,-8.75,-29.625,0.003418,0.63281,0.8125,0.16943,-0.26465,-0.37012
3.4609,141.06,-0.875,-26.312,0.015137,0.63281,0.78516,0.18457,-0.27441,-0.35986
3.4648,136.38,5.125,-22.5,0.026855,0.64453,0.78125,0.18457,-0.27441,-0.35986
3.4688,132.38,11,-18.125,0.046875,0.66406,0.76221,0.18457,-0.27441,-0.35986
3.4727,128.12,16.438,-14,0.050781,0.6875,0.76611,0.18457,-0.27441,-0.35986
3.4766,122.56,20.875,-9.6875,0.022949,0.71436,0.74268,0.17432,-0.28955,-0.36523
3.4805,116.56,21.625,-6.9375,0.074707,0.73389,0.67334,0.17432,-0.28955,-0.36523
3.4844,111.06,19.5,-4.625,0.070312,0.74951,0.66553,0.17432,-0.28955,-0.36523
3.4883,106.31,16.062,-3.125,0.074707,0.76123,0.66211,0.17676,-0.29199,-0.34766
3.4922,103.94,12.875,-1.875,0.098145,0.79639,0.66553,0.17676,-0.29199,-0.34766
3.4961,103.06,10.938,-0.4375,0.078613,0.78076,0.6543,0.17676,-0.29199,-0.34766
3.5,103.31,9.6875,0.6875,0.039062,0.78076,0.66211,0.17676,-0.29199,-0.34766
3.5039,104.06,10,2.5,0.039062,0.78076,0.66553,0.16943,-0.30713,-0.34766
3.5078,105,10.5,3.3125,0.035156,0.75342,0.6543,0.16943,-0.30713,-0.34766
3.5117,105.38,11,3.9375,0.035156,0.75342,0.68506,0.16943,-0.30713,-0.34766
3.5156,105.5,11.938,3.625,0.035156,0.76514,0.69287,0.18457,-0.30957,-0.32959
3.5195,105.12,14.562,3.875,0.026855,0.74951,0.67334,0.18457,-0.30957,-0.32959
3.5234,105,18.75,5.0625,0.01123,0.75342,0.71582,0.18457,-0.30957,-0.32959
3.5273,103.88,23.938,7.25,0,0.76123,0.69678,0.17432,-0.31689,-0.32471
3.5312,101,28.312,9.625,0.019043,0.76514,0.67725,0.17432,-0.31689,-0.32471
3.5352,96.938,30.562,11.812,0.042969,0.77686,0.63867,0.17432,-0.31689,-0.32471
3.5391,93.188,31.625,12.312,0.054688,0.77295,0.63477,0.17432,-0.31689,-0.32471
3.543,95.312,30.75,12.562,0.050781,0.76123,0.63086,0.17676,-0.33447,-0.31934
3.5469,101,30.125,11.75,0.050781,0.74951,0.604,0.17676,-0.33447,-0.31934
3.5508,108.56,29.375,11.25,0.050781,0.76514,0.62354,0.17676,-0.33447,-0.31934
3.5547,115.38,29.375,11.938,0.042969,0.76904,0.61963,0.18701,-0.34424,-0.30957
3.5586,120.06,29.75,12.438,0.058594,0.77686,0.60791,0.18701,-0.34424,-0.30957
3.5625,123.5,29.125,12.688,0.0625,0.78857,0.58105,0.18701,-0.34424,-0.30957
3.5664,125.62,27.812,12.875,0.039062,0.79639,0.55371,0.18701,-0.34424,-0.30957
3.5703,127.25,24.312,12.75,0.0625,0.81201,0.49609,0.18701,-0.34424,-0.30957
3.5742,127.69,19.688,11.125,0.070312,0.83154,0.46143,0.18701,-0.34424,-0.30957
3.5781,127.62,14.5,8.8125,0.086426,0.87061,0.48047,0.18701,-0.34424,-0.30957
3.582,127.44,11.062,6.9375,0.0625,0.83545,0.48047,0.1792,-0.34424,-0.28174
3.5859,128.44,9.0625,4.25,0.054688,0.84326,0.54248,0.1792,-0.34424,-0.28174
3.5898,130.12,9.3125,3.6875,0.035156,0.85889,0.55371,0.1792,-0.34424,-0.28174
3.5938,133.31,11.438,4.125,0.019043,0.82764,0.58105,0.19971,-0.35938,-0.27148
3.5977,135.75,15.562,4.375,0.019043,0.78857,0.59229,0.19971,-0.35938,-0.27148
3.6016,139.12,19.312,5.0625,0.01123,0.81201,0.55762,0.19971,-0.35938,-0.27148
3.6055,141.56,22.438,5,0.039062,0.80029,0.53857,0.19971,-0.35938,-0.27148
3.6094,142.69,25,4.875,0.058594,0.82373,0.48828,0.18945,-0.37158,-0.26367
3.6133,141.25,25.938,4.4375,0.066406,0.82764,0.47656,0.18945,-0.37158,-0.26367
3.6172,138.44,24.438,4.6875,0.074707,0.83154,0.46143,0.18945,-0.37158,-0.26367
3.6211,133.12,22.125,4.1875,0.086426,0.83936,0.45361,0.1792,-0.38184,-0.23584
3.625,126.75,19.75,3.625,0.094238,0.84326,0.43408,0.1792,-0.38184,-0.23584
3.6289,119.88,18.062,4.125,0.086426,0.81592,0.4458,0.1792,-0.38184,-0.23584
3.6328,115.88,16.438,5.8125,0.070312,0.82764,0.46533,0.18213,-0.37891,-0.24365
3.6367,116.12,15.438,7.4375,0.0625,0.83154,0.47656,0.18213,-0.37891,-0.24365
3.6406,117.44,15.125,11.125,0.050781,0.82764,0.47266,0.18213,-0.37891,-0.24365
